Date,Value,Value USD,Max 7,Min 7,Open 2,Change,Mean Change 7,Drop 7,Up 7,Predict,Prediction,Actual
21-03-2019 20:17,3983.04,3983.07,3983.04,3982.17,3983.07,-0.03000000000020009,-0.10285714285717924,5.0,2.0,-2.0,0,1
21-03-2019 20:17,3983.07,3983.2,3983.07,3982.17,3983.2,-0.1299999999996544,-0.0985714285713714,5.0,2.0,-2.0,0,1
21-03-2019 20:18,3983.2,3982.61,3983.2,3982.17,3982.61,0.5899999999996908,-0.012857142857163646,4.0,3.0,0.0,0,0
21-03-2019 20:18,3982.61,3982.21,3983.2,3982.17,3982.21,0.40000000000009095,-0.005714285714280517,4.0,3.0,0.0,0,0
21-03-2019 20:19,3982.21,3982.45,3983.2,3982.21,3982.45,-0.23999999999978172,0.06142857142861301,4.0,3.0,-2.0,0,1
21-03-2019 20:19,3982.45,3983.13,3983.2,3982.21,3983.13,-0.680000000000291,-0.042857142857168844,5.0,2.0,-2.0,0,1
21-03-2019 20:20,3983.13,3983.32,3983.2,3982.21,3983.32,-0.19000000000005457,-0.04000000000002858,5.0,2.0,-2.0,0,1
21-03-2019 20:21,3983.32,3983.08,3983.32,3982.21,3983.08,0.24000000000023647,-0.0014285714285376474,4.0,3.0,0.0,0,0
21-03-2019 20:22,3983.08,3983.51,3983.32,3982.21,3983.51,-0.43000000000029104,-0.04428571428577145,4.0,3.0,-2.0,0,1
21-03-2019 20:22,3983.51,3983.04,3983.51,3982.21,3983.04,0.47000000000025466,-0.06142857142854804,4.0,3.0,0.0,0,0
21-03-2019 20:23,3983.04,3983.55,3983.51,3982.21,3983.55,-0.5100000000002183,-0.1914285714285922,5.0,2.0,-2.0,0,1
21-03-2019 20:24,3983.55,3983.38,3983.55,3982.45,3983.38,0.17000000000007276,-0.13285714285718445,4.0,3.0,0.0,0,0
21-03-2019 20:24,3983.38,3983.17,3983.55,3983.04,3983.17,0.21000000000003638,-0.005714285714280517,3.0,4.0,-1.0,0,0
21-03-2019 20:25,3983.17,3983.31,3983.55,3983.04,3983.31,-0.13999999999987267,0.0014285714286026113,3.0,4.0,-1.0,0,1
21-03-2019 20:25,3983.31,3983.27,3983.55,3983.04,3983.27,0.03999999999996362,-0.027142857142864938,3.0,4.0,-1.0,0,0
21-03-2019 20:26,3983.27,3983.27,3983.55,3983.04,3983.27,0.0,0.034285714285748066,2.0,4.0,1.0,1,1
21-03-2019 20:27,3983.27,3983.25,3983.55,3983.04,3983.25,0.01999999999998181,-0.030000000000005196,2.0,4.0,-1.0,0,0
21-03-2019 20:27,3983.25,3984.29,3983.55,3983.17,3984.29,-1.0399999999999636,-0.10571428571425454,2.0,4.0,-2.0,0,1
21-03-2019 20:28,3984.29,3983.98,3984.29,3983.17,3983.98,0.30999999999994543,-0.08571428571427273,2.0,4.0,-1.0,0,0
21-03-2019 20:28,3983.98,3983.98,3984.29,3983.17,3983.98,0.0,-0.11571428571427791,2.0,3.0,-1.0,0,1
21-03-2019 20:29,3983.98,3983.79,3984.29,3983.25,3983.79,0.19000000000005457,-0.06857142857143117,1.0,4.0,-1.0,0,0
21-03-2019 20:29,3983.79,3983.49,3984.29,3983.25,3983.49,0.3000000000001819,-0.03142857142854284,1.0,4.0,-1.0,0,0
21-03-2019 20:30,3983.49,3982.34,3984.29,3983.25,3982.34,1.1499999999996362,0.13285714285711947,1.0,5.0,1.0,1,0
21-03-2019 20:30,3982.34,3981.85,3984.29,3982.34,3981.85,0.49000000000023647,0.200000000000013,1.0,5.0,1.0,1,0
21-03-2019 20:31,3981.85,3982.06,3984.29,3981.85,3982.06,-0.21000000000003638,0.31857142857143117,1.0,5.0,-1.0,0,1
21-03-2019 20:32,3982.06,3981.85,3983.98,3981.85,3981.85,0.21000000000003638,0.30428571428572987,1.0,5.0,1.0,1,0
21-03-2019 20:32,3981.85,3981.59,3983.98,3981.85,3981.59,0.25999999999976353,0.34142857142855326,1.0,6.0,1.0,1,0
21-03-2019 20:33,3981.59,3981.28,3983.79,3981.59,3981.28,0.30999999999994543,0.3585714285713948,1.0,6.0,1.0,1,0
21-03-2019 20:35,3981.28,3980.72,3983.49,3981.28,3980.72,0.5600000000004002,0.39571428571428313,1.0,6.0,1.0,1,0
21-03-2019 20:35,3980.72,3981.0,3982.34,3980.72,3981.0,-0.2800000000002001,0.1914285714285922,2.0,5.0,-1.0,0,1
21-03-2019 20:36,3981.0,3980.84,3982.06,3980.72,3980.84,0.15999999999985448,0.14428571428568052,2.0,5.0,1.0,1,0
21-03-2019 20:37,3980.84,3980.84,3982.06,3980.72,3980.84,0.0,0.1742857142856857,1.0,5.0,1.0,1,1
