Date,Open,High,Low,Close,Adj Close,Volume,Open 2,Max 7,Min 7,Change,Mean Change 7,Drop 7,Up 7,Predict,Prediction,Actual
1980-12-22,0.529018,0.53125,0.529018,0.529018,0.023892,9340800.0,0.551339,0.529018,0.453125,-0.022321000000000035,-0.005420857142857148,5.0,2.0,-2.0,0,0
1980-12-23,0.551339,0.553571,0.551339,0.551339,0.0249,11737600.0,0.580357,0.551339,0.453125,-0.029017999999999988,-0.013073999999999999,6.0,1.0,-2.0,0,0
1980-12-24,0.580357,0.582589,0.580357,0.580357,0.026211,12000800.0,0.633929,0.580357,0.453125,-0.05357199999999995,-0.025829142857142853,7.0,0.0,-2.0,0,0
1980-12-26,0.633929,0.636161,0.633929,0.633929,0.028630000000000003,13893600.0,0.642857,0.633929,0.462054,-0.008928000000000047,-0.025828999999999998,7.0,0.0,-2.0,0,0
1980-12-29,0.642857,0.645089,0.642857,0.642857,0.029033,23290400.0,0.629464,0.642857,0.475446,0.013392999999999988,-0.022002571428571434,6.0,1.0,0.0,0,0
1980-12-30,0.629464,0.629464,0.627232,0.627232,0.028327999999999996,17220000.0,0.611607,0.642857,0.504464,0.017857000000000012,-0.015306142857142855,5.0,2.0,0.0,0,0
1980-12-31,0.611607,0.611607,0.609375,0.609375,0.027520999999999997,8937600.0,0.616071,0.642857,0.529018,-0.0044640000000000235,-0.012436142857142864,5.0,2.0,-2.0,0,0
1981-01-02,0.616071,0.620536,0.616071,0.616071,0.027824,5415200.0,0.604911,0.642857,0.551339,0.011160000000000059,-0.0076531428571428506,4.0,3.0,0.0,0,0
1981-01-05,0.604911,0.604911,0.602679,0.602679,0.027219,8932000.0,0.578125,0.642857,0.580357,0.026785999999999976,0.00031885714285714454,3.0,4.0,1.0,1,0
1981-01-06,0.578125,0.578125,0.575893,0.575893,0.026008999999999997,11289600.0,0.553571,0.642857,0.578125,0.024553999999999965,0.011479714285714275,2.0,5.0,1.0,1,0
1981-01-07,0.553571,0.553571,0.551339,0.551339,0.0249,13921600.0,0.542411,0.642857,0.553571,0.011160000000000059,0.014349428571428577,1.0,6.0,1.0,1,0
1981-01-08,0.542411,0.542411,0.540179,0.540179,0.024396,9956800.0,0.569196,0.629464,0.542411,-0.02678500000000006,0.008609714285714285,2.0,5.0,-1.0,0,0
1981-01-09,0.569196,0.571429,0.569196,0.569196,0.025707,5376000.0,0.569196,0.616071,0.542411,0.0,0.006058714285714283,2.0,4.0,1.0,1,0
1981-01-12,0.569196,0.569196,0.564732,0.564732,0.025505,5924800.0,0.546875,0.616071,0.542411,0.022321000000000035,0.009885142857142861,1.0,5.0,1.0,1,0
1981-01-13,0.546875,0.546875,0.544643,0.544643,0.024598,5762400.0,0.546875,0.604911,0.542411,0.0,0.00829085714285714,1.0,4.0,1.0,1,0
1981-01-14,0.546875,0.549107,0.546875,0.546875,0.024699000000000002,3572800.0,0.558036,0.578125,0.542411,-0.011160999999999976,0.002869857142857146,2.0,3.0,-1.0,0,0
1981-01-15,0.558036,0.5625,0.558036,0.558036,0.025203,3516800.0,0.555804,0.569196,0.542411,0.0022320000000000118,-0.0003189999999999899,2.0,3.0,-1.0,0,0
1981-01-16,0.555804,0.555804,0.553571,0.553571,0.025001,3348800.0,0.587054,0.569196,0.542411,-0.03125,-0.006377571428571427,3.0,2.0,-2.0,0,0
1981-01-19,0.587054,0.589286,0.587054,0.587054,0.026513,10393600.0,0.571429,0.587054,0.546875,0.015625,-0.0003189999999999899,2.0,3.0,-1.0,0,0
1981-01-20,0.571429,0.571429,0.569196,0.569196,0.025707,7520800.0,0.580357,0.587054,0.546875,-0.008928000000000047,-0.001594428571428568,3.0,3.0,-2.0,0,0
1981-01-21,0.580357,0.584821,0.580357,0.580357,0.026211,3976000.0,0.587054,0.587054,0.546875,-0.006696999999999953,-0.005739857142857138,4.0,2.0,-2.0,0,0
1981-01-22,0.587054,0.591518,0.587054,0.587054,0.026513,8887200.0,0.587054,0.587054,0.546875,0.0,-0.005739857142857138,4.0,2.0,0.0,0,0
