Date,Value USD,Drop 7,Up 7,Min 7,Max 7,Mean 7,Mean Change 7,Change,Predict,Actual
01/03/1962,0.14088082805882282,1.0,5.0,0.14088082805882282,0.14927769860537515,0.14314665026975626,0.0014661202541599346,0.0018659712325672093,2.0,1
01/04/1962,0.14088082805882282,2.0,4.0,0.14088082805882282,0.14927769860537515,0.1436797849076326,0.0005331346378763377,0.0,-1.0,1
01/05/1962,0.14136598057929028,2.0,4.0,0.14088082805882282,0.14927769860537515,0.144212919545509,0.0005331346378763377,0.0004851525204674634,2.0,0
01/08/1962,0.14088082805882282,3.0,3.0,0.14088082805882282,0.14927769860537515,0.14414361204258505,-6.930750292392334e-05,-0.0004851525204674634,-2.0,1
01/09/1962,0.1436797849076736,3.0,3.0,0.13621589997740485,0.14927769860537515,0.14347719374523965,-0.000666418297345424,0.002798956848850786,-1.0,1
01/10/1962,0.1450606036197733,3.0,3.0,0.13621589997740485,0.14927769860537515,0.14281077544789422,-0.000666418297345428,0.0013808187120996904,-1.0,1
01/11/1962,0.14927769860537515,3.0,3.0,0.13621589997740485,0.14927769860537515,0.1423469483129418,-0.00046382713495241436,0.004217094985601855,-1.0,0
01/12/1962,0.14461277052395718,3.0,3.0,0.13621589997740485,0.14461277052395718,0.14161655385905125,-0.0007303944538905831,-0.004664928081417968,-2.0,1
01/15/1962,0.14461277052395718,3.0,3.0,0.13621589997740485,0.14461277052395718,0.14148327019958212,-0.00013328365946908244,0.0,-1.0,0
01/16/1962,0.14088082805882282,4.0,3.0,0.13621589997740485,0.14416493742814107,0.14108341922117487,-0.00039985097840725516,-0.003731942465134364,-2.0,0
01/17/1962,0.13621589997740485,4.0,3.0,0.13621589997740485,0.14416493742814107,0.1409501355617058,-0.0001332836594690864,-0.004664928081417968,-2.0,1
01/18/1962,0.1390148568262556,4.0,3.0,0.1390148568262556,0.14416493742814107,0.14134998654011302,0.00039985097840725126,0.002798956848850759,-1.0,1
01/19/1962,0.1418138136751064,4.0,2.0,0.1390148568262556,0.14416493742814107,0.14134998654011302,0.0,0.002798956848850786,-1.0,1
01/22/1962,0.14416493742814107,4.0,2.0,0.1390148568262556,0.14416493742814107,0.14108341922117484,-0.00026656731893816884,0.002351123753034673,0.0,0
01/23/1962,0.1436797849076736,4.0,1.0,0.1390148568262556,0.1436797849076736,0.14048097708037455,-0.0006024421408002647,-0.0004851525204674634,-2.0,0
01/24/1962,0.1418138136751064,3.0,2.0,0.1390148568262556,0.1418138136751064,0.1402144097614364,-0.0002665673189381728,-0.0018659712325672093,-2.0,0
01/25/1962,0.13994784244253922,2.0,2.0,0.1390148568262556,0.1418138136751064,0.1402144097614364,0.0,-0.0018659712325671816,-2.0,0
01/26/1962,0.1390148568262556,1.0,2.0,0.1390148568262556,0.1418138136751064,0.14048097708037455,0.00026656731893816884,-0.0009329856162836047,-1.0,1
01/29/1962,0.1390148568262556,1.0,2.0,0.1390148568262556,0.1418138136751064,0.14074754439931272,0.0002665673189381728,0.0,-1.0,1
01/30/1962,0.13994784244253922,1.0,3.0,0.13994784244253922,0.14274679929139,0.14128067903718908,0.0005331346378763416,0.0009329856162836047,2.0,1
01/31/1962,0.13994784244253922,1.0,3.0,0.13994784244253922,0.1464787417565244,0.14221366465347265,0.0009329856162835966,0.0,-1.0,1
02/01/1962,0.1418138136751064,1.0,4.0,0.14088082805882282,0.14741172737280794,0.14327993392922536,0.0010662692757526754,0.0018659712325671816,2.0,1
02/02/1962,0.1418138136751064,1.0,3.0,0.14088082805882282,0.14741172737280794,0.14407963588603984,0.0007997019568145065,0.0,-1.0,1
02/05/1962,0.1418138136751064,1.0,3.0,0.14088082805882282,0.14741172737280794,0.14487933784285434,0.0007997019568145065,0.0,-1.0,0
02/06/1962,0.14088082805882282,2.0,3.0,0.14088082805882282,0.14741172737280794,0.1454124724807307,0.0005331346378763416,-0.0009329856162835768,-1.0,1
02/07/1962,0.14274679929139,1.0,4.0,0.14274679929139,0.14741172737280794,0.14621217443754522,0.0007997019568145102,0.0018659712325671816,2.0,1
02/08/1962,0.1464787417565244,1.0,4.0,0.1455457561402408,0.14927769860537515,0.1471451600538288,0.0009329856162835927,0.0037319424651343905,2.0,1
02/09/1962,0.14741172737280794,2.0,3.0,0.1455457561402408,0.14927769860537515,0.14721446755675274,6.930750292392334e-05,0.0009329856162835493,2.0,1
02/12/1962,0.14741172737280794,2.0,3.0,0.1455457561402408,0.14927769860537515,0.14734775121622185,0.00013328365946909036,0.0,-1.0,1
02/13/1962,0.14741172737280794,3.0,3.0,0.1455457561402408,0.14927769860537515,0.14721446755675274,-0.00013328365946907846,0.0,-1.0,0
02/14/1962,0.1455457561402408,4.0,3.0,0.1455457561402408,0.14927769860537515,0.1469479002378146,-0.0002665673189381649,-0.0018659712325671536,-2.0,1
02/15/1962,0.1464787417565244,4.0,3.0,0.1418138136751064,0.14927769860537515,0.14641476559993824,-0.0005331346378763416,0.0009329856162836047,0.0,1
02/16/1962,0.14927769860537515,5.0,2.0,0.14088082805882282,0.14927769860537515,0.14561506364312374,-0.0007997019568145102,0.002798956848850759,0.0,0
02/19/1962,0.14696389427699186,6.0,1.0,0.13946268992207175,0.14834471298909158,0.14421291954550894,-0.0014021440976147714,-0.0023138043283832954,-2.0,1
02/20/1962,0.14834471298909158,5.0,2.0,0.13946268992207175,0.14834471298909158,0.1436797849076326,-0.0005331346378763377,0.0013808187120997186,0.0,0
02/21/1962,0.1464787417565244,6.0,1.0,0.13946268992207175,0.1464787417565244,0.14281077544789414,-0.0008690094597384378,-0.0018659712325671816,-2.0,0
02/23/1962,0.1455457561402408,5.0,2.0,0.13946268992207175,0.1455457561402408,0.1422776408100178,-0.0005331346378763416,-0.0009329856162836047,-2.0,0
02/26/1962,0.1418138136751064,5.0,2.0,0.13946268992207175,0.1432319518118575,0.1416112225126724,-0.000666418297345424,-0.0037319424651343905,-2.0,0
02/27/1962,0.14088082805882282,5.0,2.0,0.13946268992207175,0.1432319518118575,0.14134465519373424,-0.00026656731893816884,-0.0009329856162835768,-2.0,0
02/28/1962,0.13946268992207175,4.0,3.0,0.13946268992207175,0.1432319518118575,0.1415419150097485,0.00019725981601424161,-0.001418138136751068,-2.0,1
03/01/1962,0.1432319518118575,4.0,3.0,0.13994784244253922,0.1432319518118575,0.14187778983161056,0.00033587482186209217,0.0037692618897857406,-1.0,0
03/02/1962,0.1422616467709225,4.0,3.0,0.13994784244253922,0.14461277052395718,0.1420750496476248,0.00019725981601424161,-0.0009703050409349824,-2.0,1
03/05/1962,0.14274679929139,3.0,4.0,0.13994784244253922,0.14696389427699186,0.142746799291349,0.0006717496437241922,0.00048515252046749113,2.0,0
03/06/1962,0.14088082805882282,4.0,3.0,0.13994784244253922,0.14696389427699186,0.14314665026975626,0.00039985097840725516,-0.0018659712325671816,-2.0,0
03/07/1962,0.13994784244253922,3.0,4.0,0.13994784244253922,0.14696389427699186,0.14394635222657076,0.0007997019568145102,-0.0009329856162836047,-1.0,1
03/08/1962,0.1422616467709225,2.0,4.0,0.1418138136751064,0.14696389427699186,0.14487933784285434,0.0009329856162835966,0.0023138043283832954,2.0,0
03/09/1962,0.1418138136751064,2.0,3.0,0.1418138136751064,0.14696389427699186,0.14548177998365458,0.0006024421408002687,-0.0004478330958161137,-1.0,1
03/12/1962,0.14461277052395718,2.0,3.0,0.14461277052395718,0.14696389427699186,0.14588163096206186,0.00039985097840725516,0.002798956848850786,2.0,1
03/13/1962,0.14696389427699186,3.0,2.0,0.1422616467709225,0.14696389427699186,0.14554575614019974,-0.0003358748218620961,0.002351123753034673,0.0,0
03/14/1962,0.1455457561402408,4.0,1.0,0.14088082805882282,0.1464787417565244,0.14467674668046132,-0.0008690094597384338,-0.001418138136751068,-2.0,1
03/15/1962,0.1464787417565244,3.0,1.0,0.14088082805882282,0.1464787417565244,0.14401032838311587,-0.000666418297345424,0.0009329856162836047,0.0,1
03/16/1962,0.1464787417565244,4.0,0.0,0.13994784244253922,0.1464787417565244,0.14307734276683232,-0.0009329856162835966,0.0,0.0,1
03/19/1962,0.1464787417565244,5.0,0.0,0.13808187120997206,0.1464787417565244,0.14187778983161056,-0.0011995529352217618,0.0,0.0,0
03/20/1962,0.14461277052395718,6.0,0.0,0.13714888559368846,0.14461277052395718,0.1405449532369197,-0.001332836594690848,-0.0018659712325672093,-2.0,0
03/21/1962,0.1422616467709225,5.0,1.0,0.13714888559368846,0.1422616467709225,0.13980922743665036,-0.0007357258002693472,-0.002351123753034673,-2.0,0
03/22/1962,0.14088082805882282,4.0,1.0,0.13714888559368846,0.14088082805882282,0.1394093764582431,-0.00039985097840725126,-0.0013808187120996904,-2.0,1
03/23/1962,0.14088082805882282,4.0,1.0,0.13714888559368846,0.14088082805882282,0.13900952547983586,-0.00039985097840725126,0.0,0.0,0
03/26/1962,0.13994784244253922,5.0,1.0,0.13714888559368846,0.13994784244253922,0.13847639084195953,-0.0005331346378763377,-0.0009329856162836047,-2.0,0
03/27/1962,0.13808187120997206,4.0,2.0,0.13714888559368846,0.13946268992207175,0.1382098235230214,-0.0002665673189381649,-0.0018659712325671536,-2.0,0
03/28/1962,0.13714888559368846,4.0,2.0,0.13714888559368846,0.13946268992207175,0.1380765398635523,-0.0001332836594690864,-0.0009329856162836047,-2.0,1
